character,dialogue,season,episode
Adora," Uh, Glimmer, look. I don’t know if I can just ‘turn on’ She-Ra. I’ve only done it when someone was in danger before, and it felt a little out-of-control last time. I’m still figuring out how all of this stuff works.",1,03
Glimmer," How hard can it be? Sword, magic words, poof! She-Ra!",1,03
Glimmer," Hey. You’re gonna do great, okay? Bow and I will go buy you some time. Just hang out here with the sword and think She-Ra thoughts. I believe in you!",1,03
Bow, ,1,03
Adora,"  Right. Okay, sword, it’s just you and me now. So, uh…let’s do this. ",1,03
Adora, For the honor of Gray—,1,03
Adora, Horsey! ,1,03
Adora, Oh! This is much better. There’s actually room to move around here.,1,03
Adora, Ready to see something cool?,1,03
Adora,  For the honor of Grayskull!,1,03
Adora," Okay, let’s try that again. For the honor of Grayskull!",1,03
Adora,  For the honor of Grayskull!,1,03
Adora,  For the honor of Grayskull!,1,03
Adora,  For the honor of Grayskull.,1,03
Adora,  For…the…honor…of…Grayskull.,1,03
Adora,  For the honor of Grayskull.,1,03
Adora,"  Honor of Grayskull, blah blah blah.",1,03
Adora," Oh, come on! Glimmer’s counting on me. Don’t leave me hanging here.",1,03
Adora, For the honor of Grayskull!,1,03
Adora," Horsey, no!",1,03
Adora," Horsey, it’s okay!",1,03
Crowd, ,1,03
Adora," No! No, wait! Horsey! Stop!",1,03
Adora,  Horsey!,1,03
Adora, Come back!,1,03
Woman,  Horde soldier…,1,03
Bright Moon Soldier, Horde Soldier!,1,03
Adora," Wait, you don’t understand. Stop! I’m not with the Horde. Just listen to me!",1,03
Woman 1,  Go! Get her!,1,03
Woman 2, Don’t let her get away!,1,03
Woman 1, Move!,1,03
Angella," For the last time, what is this grand surprise that I’m supposed to be so impressed with?",1,03
Glimmer," You’ll see it in just a minute, Mom. I promise.",1,03
Glimmer," Bow, can you go check and make sure that the surprise is ready for us?",1,03
Bow," You got in, Princess.",1,03
Angella,  I like that boy.,1,03
Gimmer," I know you do, Mom. And you’re gonna like this surprise even more. ",1,03
Bow,  So…problem.,1,03
Glimmer, What?,1,03
Woman, Your majesty. A horde spy has been discovered on the Bright Moon grounds. She attacked our troops with a sword and then fled with the help of a winged beast.,1,03
Angella, What did you do?!,1,03
Lonnie, I’m telling you. This new princess is no joke. She wiped the floor with our whole recon squad. Twelve feet tall at least! Took out every one of our machines with nothing but a sword.,1,03
Woman, Did you actually see her?,1,03
Lonnie," No. And it’s a good thing, too. We were lucky to get out of there alive.",1,03
Lonnie," Sure. You were the only one who saw her up close, and you didn’t even land a hit on her.",1,03
Lonnie, What? Did you freeze up?,1,03
Catra,  You think I’m scared of some princess? I could take her out whenever I want. I know her secret.,1,03
Lonnie,  Oh yeah?,1,03
Catra, ,1,03
Lonnie, And what’s that?,1,03
Catra,  Hmm. Like I’d tell you.,1,03
Lonnie," Easy, Catra. Adora’s not here to protect you anymore.",1,03
Adora,"  Stupid. You just had to go out there, even after Bow warned you about the pitchforks and torches.",1,03
Adora,  What do you want from me now? Haven’t I done enough for you?,1,03
Adora,  For the honor of Grayskull?,1,03
Adora,  What’s wrong with you?,1,03
Adora, Horsey? Is that you?,1,03
Razz, ,1,03
Razz," Hm? Did you hear something? Yes, I did, too. Who’s there?!",1,03
Adora,"  I, uh, didn’t mean to intrude. Um, but have you seen a flying horse around here?",1,03
Razz," Oh, Mara, dearie! Is that you? About time you got here. Come on now, there’s no time to waste. Let’s get going.",1,03
Adora,"  Uh, you were waiting for me?",1,03
Razz, [laughs[ We made plans to go berry-picking today.,1,03
Adora," Look, I’m sorry, but I think you’ve mistaken me for someone else. I don’t know who you are.",1,03
Razz," No, you don’t know Madame Razz, do you? You’re not quite the same. This is the wrong time for my Mara, isn’t it? Now you’ve got the sword, instead.",1,03
Adora," Wait, what?",1,03
Razz," Ah! Well, never mind. You’re here now, and there’s still berries to be picked.",1,03
Adora," Hey, uh, you’ve said something about the sword. Have you seen it before?",1,03
Razz,"  Don’t ask such silly questions, Mara. You know you bring that sword around here all the time.",1,03
Adora, I’m not—Okay. How long have you been living out here in the woods alone?,1,03
Razz," Alone? Me? Oh, no! I’m not alone. I’ve got Broom here, and my friend Loo-Kee, too! But he’s always hiding. ",1,03
Adora,"  Oh, good, she’s got imaginary friends.",1,03
Adora, Whoa.,1,03
Razz, Ah! Here we are.,1,03
Adora," I think I’ve seen a place like this before. This is a First Ones ruin, isn’t it?",1,03
Razz,  And the best place to pick fresh berries!,1,03
Adora," Hey, be careful up there! That thing’s not safe.",1,03
Razz,"  Oh, dearie me! That was quite a tumble, eh?",1,03
Adora, Stars?,1,03
Razz," Oh, we used to come here to look at the stars. Do you remember, Mara? They’re all gone now. What happened to the stars?",1,03
Adora, I’ve seen them before. I know all of this somehow.,1,03
Adora, What is this? What’s happening to me?,1,03
Razz, ,1,03
Adora," Look, I know you brought me here for a reason. If you know something about the sword, about me, you need to tell me!",1,03
Razz," I brought you here to pick berries, and your basket’s still empty. So, come on, silly.",1,03
Adora, Whoa! ,1,03
Catra, ,1,03
Shadow Weaver,  Catra!,1,03
Catra,  What do you want?,1,03
Shadow Weaver," Impertinent as always, I see. With such a grand failure under your belt, it would benefit you to show more respect, cadet.",1,03
Catra, I did exactly what you told me to do. You are the one who didn’t warn us there would be princesses there.,1,03
Shadow Weaver, Lies!,1,03
Shadow Weaver," I am out of patience to address your incompetence and your insubordination, cadet. You will answer to a higher power, Lord Hordak himself.",1,03
Adora,  Wait! Will you slow down?,1,03
Razz," Eh? What’s that, dearie? I don’t have my glasses; you’ll have to speak up.",1,03
Adora," Oh, I know you can hear me. I just—I need you to tell me what to do!",1,03
Razz,  How would Madame Razz know what you should do?,1,03
Adora," Look, I left my whole life behind, looking for answers about where I came from and who I’m supposed to be. The Rebellion hates me, and I can’t go back to the Horde. And I wanna do the right thing, but I don’t know what that is.",1,03
Adora, ,1,03
Razz," Ah, it’s the same old story, dearie. Wicked people destroy what they cannot control.",1,03
Adora, They can’t just do this!,1,03
Razz," Once, the princesses would have protected us. But these days, they—they stay in their castles, protecting only their own lands. Meanwhile, the Horde creeps ever closer.",1,03
Razz," You’re very like my Mara, you know? Brave, loyal, but afraid.",1,03
Adora, I’m not afraid.,1,03
Razz, Dearie… You ran into the woods and asked the first old lady you could find what you should do!,1,03
Razz," No one is going to make this easy for you, dearie. Stop waiting for someone to tell you what the right thing to do is.",1,03
Razz, You’re a smart girl. What do you think?,1,03
Adora, I think…this is wrong.,1,03
Adora, Horsey.,1,03
Razz, Huh?,1,03
Adroa,  For the honor of Grayskull.,1,03
Horde Soldier, Keep those lines taut.,1,03
Adora, ,1,03
Swift Wind, ,1,03
She-Ra, Turn off your machines and leave this place now!,1,03
Horde Soldier, It’s the princess. Get her!,1,03
Horde Soldier, Huh? Uh…,1,03
Razz, That’s my girl. ,1,03
Razz,"  Take that, you great lump! Razzle Dazzle!",1,03
She-Ra," Razz, no! You can’t be here!",1,03
Swift Wind, ,1,03
Razz, Woo-hoo!,1,03
Razz," Mara, dear!",1,03
Horde Soldier, Yeah!,1,03
Razz, Razzle Dazzle! ,1,03
Swift Wind, ,1,03
Razz," Hello, dearie.",1,03
Adora, Ow.,1,03
Razz, Swift Wind and I have been talking while you were asleep. He thanks you for coming to his rescue.,1,03
Adora, Swift Wind?,1,03
Razz," That’s what he prefers to be called. Also, he wanted me to make sure that you know that “Horsey” was a stupid name.",1,03
Razz, How do you feel?,1,03
Adora, I’m…I’m okay. I think I know what I need to do.,1,03
Adora," If the princesses won’t defend Etheria, then I will.",1,03
Adora, I need to get back to Bright Moon.,1,03
Razz," Ah, that’s the spirit, dearie!",1,03
Adora, Will I see you again?,1,03
Razz," If you need me, you will always know where to find me.",1,03
Razz,  Who was that girl?,1,03
Adora,"  Um…any chance I can get a ride back to Bright Moon, Swift Wind? Please?",1,03
Swift Wind, ,1,03
Adora, ,1,03
Swift Wind, ,1,03
Adora, Woo-hoo! ,1,03
Angella, How could you possibly think this was acceptable?!,1,03
Glimmer," Mom, you don’t understand! You’re not listening!",1,03
Angella, You’ve shown remarkably poor judgment! Allowing a Horde soldier into Bright Moon without telling me?,1,03
Bow," Your majesty, it’s not all her fault.",1,03
Angella," Bow, I think it’s time you went home. Glimmer and I have a lot to discuss.",1,03
Glimmer, Mom!,1,03
Angella, It can’t be.,1,03
Glimmer," I was trying to tell you. Mom, meet—",1,03
Angella, She-Ra.,1,03
She-Ra," Your Majesty, I’ve come to pledge myself to the Rebellion. But first, there’s something you should know.",1,03
Woman, She’s a Horde Soldier.,1,03
Glimmer," Mom, this is Adora.",1,03
Adora,"  I know you have no reason to trust me, Your Majesty. But I’ve seen for myself the atrocities the Horde has committed against the people of Etheria, and I’m ready to fight to stop them. If you give me the chance, I know I can help the Rebellion turn the tide of the war.",1,03
Angella,  I know the legend of the warrior the First Ones called She-Ra. They said she would return to us in the hour of our greatest need to bring balance to Etheria. I never thought she was anything more than a myth.,1,03
Angella," And yet you’re here now. And in the uniform of a Horde soldier, no less.",1,03
Angella, You would pledge to stand with us against those you once served?,1,03
Adora,  Yes.,1,03
Angella," Glimmer, you would vouch for her and take responsibility for her?",1,03
Glimmer, Yes.,1,03
Angella," Then rise. The Rebellion accepts your allegiance, She-Ra, Princess of Power.",1,03
Crowd,  She-Ra! She-Ra! She-Ra!,1,03
Glimmer,  Welcome to Bright Moon!,1,03
Bow,  But for real this time.,1,03
Shadow Weaver, Lord Hordak.  Kneel!,1,03
Hordak, Then you mean to tell me that you’re still down a Force Captain?,1,03
Shadow Weaver," Yes, my lord. But rest assured, nothing will stop us from finding Adora and bringing her back.",1,03
Hordak, No. You will elect another Force Captain and resume normal operations.,1,03
Shadow Weaver," But, my lord, Adora is the only viable candidate.",1,03
Hordak," You have Catra. Was she not your ward, as well?",1,03
Shadow Weaver, Catra has been nothing but a disappointment to me.,1,03
Hordak," If you have failed to condition her properly, you have no one but yourself to blame.",1,03
Shadow Weaver," But, my lord—",1,03
Hordak," Enough. I have made my decision. Rise, Force Captain Catra.",1,03
Hordak, Hmm.,1,03
Glimmer, This is awesome! I can't believe Mom agreed to let you stay in Bright Moon!,1,04
Adora," Yeah, awesome.",1,04
Glimmer," Okay. You've seen the dining room, throne room, portrait hall. So, the last stop on our grand tour is... your new room! Ta-da!",1,04
Glimmer," It's pretty standard. You've got your vanity, the bathroom, crystals, bell pull, tea nook, more crystals, bed, desk, and of course, the waterfall.",1,04
Adora, Is the waterfall for showering?,1,04
Glimmer," Ha! Good one, Adora. ""Waterfall for showering.""  I'm right down the hall if you need anything. Night.",1,04
